iso2,admin_level,name,osm_id,population,timezone,lat,long,wikidata_id,wikipedia_id,iso1
SD-DS,4,South Darfur State,3774662,,Africa/Khartoum,11.19,24.52,Q838778,,SD
SD-DW,4,West Darfur State,3774664,,Africa/Khartoum,13.48,22.61,Q846331,ar:ولاية غرب دارفور,SD
SD-GD,4,Gedarif State,3774675,,Africa/Khartoum,14.15,34.99,Q309478,,SD
SD-GK,4,West Kurdufan,7329336,,Africa/Khartoum,11.77,28.41,Q536396,,SD
SD-GZ,4,Gezira State,3774674,4926555.0,Africa/Khartoum,14.58,33.34,Q309469,,SD
SD-KA,4,Kassala,3774665,,Africa/Khartoum,15.67,35.82,Q954963,ar:ولاية كسلا,SD
SD-KH,4,Khartoum State,3774673,,Africa/Khartoum,15.91,32.83,Q310385,,SD
SD-KN,4,North Kordofan State,3774669,,Africa/Khartoum,14.85,29.76,Q864093,,SD
SD-KS,4,South Kordofan State,3774663,,Africa/Khartoum,11.29,30.81,Q465490,,SD
SD-NB,4,Blue Nile State,3774677,,Africa/Khartoum,11.26,34.13,Q309489,,SD
SD-NO,4,Northern State,3774678,,Africa/Khartoum,19.57,29.36,Q310118,,SD
SD-NR,4,River Nile State,3774666,1472257.0,Africa/Khartoum,18.37,33.47,Q849297,,SD
SD-NW,4,White Nile State,3774676,,Africa/Khartoum,13.41,32.35,Q311371,ar:ولاية النيل الأبيض,SD
SD-RS,4,Red Sea State,3774672,,Africa/Khartoum,19.6,35.72,Q310120,,SD
SD-SI,4,Sennar State,3774667,,Africa/Khartoum,12.87,34.06,Q865534,ar:ولاية سنار,SD
SE-AB,4,Stockholm County,54391,2377081.0,Europe/Stockholm,59.47,18.16,Q104231,sv:Stockholms län,SE
SE-AC,4,Västerbotten County,52825,271736.0,Europe/Stockholm,64.87,17.83,Q104877,sv:Västerbottens län,SE
SE-BD,4,Norrbotten County,52824,250093.0,Europe/Stockholm,66.95,20.09,Q103686,sv:Norrbottens län,SE
SE-C,4,Uppsala County,54220,383713.0,Europe/Stockholm,60.06,17.59,Q104926,sv:Uppsala län,SE
SE-D,4,Södermanland County,54386,297540.0,Europe/Stockholm,59.08,16.69,Q106915,sv:Södermanlands län,SE
SE-E,4,Östergötland County,940675,465495.0,Europe/Stockholm,58.36,15.67,Q104940,sv:Östergötlands län,SE
SE-F,4,Jönköping County,54374,363599.0,Europe/Stockholm,57.53,14.41,Q103672,sv:Jönköpings län,SE
SE-G,4,Kronoberg County,54412,201469.0,Europe/Stockholm,56.79,14.57,Q104746,sv:Kronobergs län,SE
SE-H,4,Kalmar County,54417,245446.0,Europe/Stockholm,57.2,16.13,Q103707,sv:Kalmar län,SE
SE-I,4,Gotland County,941530,59686.0,Europe/Stockholm,57.51,18.54,Q103738,sv:Gotlands län,SE
SE-K,4,Blekinge County,54413,159606.0,Europe/Stockholm,56.28,15.2,Q102377,sv:Blekinge län,SE
SE-M,4,Skåne County,54409,1377827.0,Europe/Stockholm,55.95,13.6,Q103659,sv:Skåne län,SE
SE-N,4,Halland County,54403,333848.0,Europe/Stockholm,56.96,12.84,Q103691,sv:Hallands län,SE
SE-O,4,Västra Götaland County,54367,1725881.0,Europe/Stockholm,58.31,12.83,Q103093,sv:Västra Götalands län,SE
SE-S,4,Värmland County,54223,282414.0,Europe/Stockholm,59.77,13.15,Q106789,sv:Värmlands län,SE
SE-T,4,Örebro County,54222,304805.0,Europe/Stockholm,59.36,14.97,Q104257,sv:Örebro län,SE
SE-U,4,Västmanland County,54221,275845.0,Europe/Stockholm,59.75,16.16,Q105075,sv:Västmanlands län,SE
SE-W,4,Dalecarlia,52834,287966.0,Europe/Stockholm,60.96,14.35,Q103732,sv:Dalarnas län,SE
SE-X,4,Gävleborg County,52832,287382.0,Europe/Stockholm,61.45,16.29,Q103699,sv:Gävleborgs län,SE
SE-Y,4,Västernorrland County,52827,245347.0,Europe/Stockholm,63.1,17.26,Q104891,sv:Västernorrlands län,SE
SE-Z,4,Jämtland County,52826,130810.0,Europe/Stockholm,63.26,14.31,Q103679,sv:Jämtlands län,SE
SG-01,6,Central,3831712,,Asia/Singapore,1.35,103.84,Q2544592,,SG
SG-02,6,Northeast,3831713,,Asia/Singapore,1.37,103.92,Q3710534,,SG
SG-03,6,Northwest,3831714,,Asia/Singapore,1.4,103.8,Q5784118,en:North West Community Development Council,SG
SG-04,6,Southeast,3831715,,Asia/Singapore,1.36,103.97,Q1687545,,SG
SG-05,6,Southwest,3831716,,Asia/Singapore,1.33,103.71,Q5784126,en:South West Community Development Council,SG
SH-AC,3,Ascension,156166,806.0,Atlantic/St_Helena,-7.94,-14.37,Q46197,en:Ascension Island,SH
SH-HL,3,Saint Helena,155987,4255.0,Atlantic/St_Helena,-15.97,-5.71,Q34497,en:Saint Helena,SH
SH-TA,3,Tristan da Cunha,3672278,246.0,,-38.35,-11.43,Q220982,en:Tristan da Cunha,SH
SI-001,8,Ajdovščina,1675824,19364.0,Europe/Ljubljana,45.9,13.91,Q331701,sl:Občina Ajdovščina,SI
SI-002,8,Beltinci,1676362,8098.0,Europe/Ljubljana,46.61,16.23,Q778542,sl:Občina Beltinci,SI
SI-003,8,Bled,1675660,7846.0,Europe/Ljubljana,46.35,14.08,Q647572,sl:Občina Bled,SI
SI-004,8,Bohinj,1675775,5118.0,Europe/Ljubljana,46.29,13.92,Q3661628,sl:Občina Bohinj,SI
SI-005,8,Borovnica,1681540,4547.0,Europe/Ljubljana,45.91,14.38,Q13377747,sl:Občina Borovnica,SI
SI-006,8,Bovec,1675776,3074.0,Europe/Ljubljana,46.36,13.62,Q3259688,sl:Občina Bovec,SI
SI-007,8,Brda,1675784,5632.0,Europe/Ljubljana,46.01,13.55,Q763400,sl:Občina Brda,SI
SI-008,8,Brezovica,1675853,12527.0,Europe/Ljubljana,45.95,14.42,Q849320,sl:Občina Brezovica,SI
SI-009,8,Brežice,1685719,24157.0,Europe/Ljubljana,45.93,15.62,Q906879,sl:Občina Brežice,SI
SI-010,8,Tišina,1676376,3970.0,Europe/Ljubljana,46.66,16.08,Q1276793,sl:Občina Tišina,SI
SI-011,8,Celje,1676306,49602.0,Europe/Ljubljana,46.25,15.27,Q3441823,sl:Mestna občina Celje,SI
SI-012,8,Cerklje na Gorenjskem,1675667,7712.0,Europe/Ljubljana,46.25,14.5,Q859679,sl:Občina Cerklje na Gorenjskem,SI
SI-013,8,Cerknica,1681541,11625.0,Europe/Ljubljana,45.8,14.38,Q13107298,sl:Občina Cerknica,SI
SI-014,8,Cerkno,1675836,4577.0,Europe/Ljubljana,46.12,13.97,Q13220435,sl:Občina Cerkno,SI
SI-015,8,Črenšovci,1685746,3958.0,Europe/Ljubljana,46.56,16.3,Q341658,sl:Občina Črenšovci,SI
SI-016,8,Črna na Koroškem,1675624,3281.0,Europe/Ljubljana,46.46,14.83,Q279072,sl:Občina Črna na Koroškem,SI
SI-017,8,Črnomelj,1685747,14307.0,Europe/Ljubljana,45.52,15.2,Q3482211,sl:Občina Črnomelj,SI
SI-018,8,Destrnik,1676348,2617.0,Europe/Ljubljana,46.48,15.88,Q570618,sl:Občina Destrnik,SI
SI-019,8,Divača,1675845,4195.0,Europe/Ljubljana,45.69,14.03,Q557216,sl:Občina Divača,SI
SI-020,8,Dobrepolje,1681532,3838.0,Europe/Ljubljana,45.82,14.74,Q1009409,sl:Občina Dobrepolje,SI
SI-021,8,Dobrova-Polhov Gradec,1675854,7752.0,Europe/Ljubljana,46.06,14.31,Q1005208,sl:Občina Dobrova - Polhov Gradec,SI
SI-022,8,Dol pri Ljubljani,1675871,6295.0,Europe/Ljubljana,46.09,14.67,Q998557,sl:Občina Dol pri Ljubljani,SI
SI-023,8,Domžale,1675866,36429.0,Europe/Ljubljana,46.15,14.63,Q13377763,sl:Občina Domžale,SI
SI-024,8,Dornava,1676354,2894.0,Europe/Ljubljana,46.45,15.99,Q1003969,sl:Občina Dornava,SI
SI-025,8,Dravograd,1676290,8849.0,Europe/Ljubljana,46.6,15.03,Q3503123,sl:Občina Dravograd,SI
SI-026,8,Duplek,1676349,6955.0,Europe/Ljubljana,46.51,15.77,Q999589,sl:Občina Duplek,SI
SI-027,8,Gorenja vas-Poljane,1675837,7560.0,Europe/Ljubljana,46.11,14.14,Q1005224,sl:Občina Gorenja vas - Poljane,SI
SI-028,8,Gorišnica,1685721,4097.0,Europe/Ljubljana,46.41,16.01,Q632998,sl:Občina Gorišnica,SI
SI-029,8,Gornja Radgona,1676334,8401.0,Europe/Ljubljana,46.64,15.96,Q570397,sl:Občina Gornja Radgona,SI
SI-030,8,Gornji Grad,1675881,2506.0,Europe/Ljubljana,46.29,14.79,Q726548,sl:Občina Gornji Grad,SI
SI-031,8,Gornji Petrovci,1676390,1992.0,Europe/Ljubljana,46.81,16.21,Q3435689,sl:Občina Gornji Petrovci,SI
SI-032,8,Grosuplje,1681533,21265.0,Europe/Ljubljana,45.94,14.67,Q13377778,sl:Občina Grosuplje,SI
SI-033,8,Šalovci,1676393,1383.0,Europe/Ljubljana,46.83,16.26,Q13378373,sl:Občina Šalovci,SI
SI-034,8,Hrastnik,1681509,9140.0,Europe/Ljubljana,46.13,15.12,Q13377780,sl:Občina Hrastnik,SI
SI-035,8,Hrpelje-Kozina,541741,4534.0,Europe/Ljubljana,45.57,14.01,Q556206,sl:Občina Hrpelje - Kozina,SI
SI-036,8,Idrija,1675830,11797.0,Europe/Ljubljana,45.99,14.0,Q3441842,sl:Občina Idrija,SI
SI-037,8,Ig,1681534,7577.0,Europe/Ljubljana,45.93,14.52,Q917397,sl:Občina Ig,SI
SI-038,8,Ilirska Bistrica,541589,13290.0,Europe/Ljubljana,45.57,14.29,Q13377784,sl:Občina Ilirska Bistrica,SI
SI-039,8,Ivančna Gorica,1685686,16880.0,Europe/Ljubljana,45.92,14.81,Q1008048,sl:Občina Ivančna Gorica,SI
SI-040,8,Izola / Isola,541990,16367.0,Europe/Ljubljana,45.51,13.66,Q12042076,sl:Občina Izola,SI
SI-041,8,Jesenice,1675607,21168.0,Europe/Ljubljana,46.45,14.07,Q15881,sl:Občina Jesenice,SI
SI-042,8,Juršinci,1676356,2367.0,Europe/Ljubljana,46.49,15.97,Q1003984,sl:Občina Juršinci,SI
SI-043,8,Kamnik,1675668,29847.0,Europe/Ljubljana,46.26,14.68,Q3503153,sl:Občina Kamnik,SI
SI-044,8,Kanal,1675785,5304.0,Europe/Ljubljana,46.08,13.65,Q3435496,sl:Občina Kanal,SI
SI-045,8,Kidričevo,1676318,6497.0,Europe/Ljubljana,46.4,15.75,Q776770,sl:Občina Kidričevo,SI
SI-046,8,Kobarid,1675777,4078.0,Europe/Ljubljana,46.25,13.56,Q688287,sl:Občina Kobarid,SI
SI-047,8,Kobilje,1676395,545.0,Europe/Ljubljana,46.68,16.39,Q927718,sl:Občina Kobilje,SI
SI-048,8,Kočevje,1685728,15688.0,Europe/Ljubljana,45.62,14.9,Q15884,sl:Občina Kočevje,SI
SI-049,8,Komen,1675825,3546.0,Europe/Ljubljana,45.81,13.75,Q15283322,sl:Občina Komen,SI
SI-050,8,Koper / Capodistria,541958,52540.0,Europe/Ljubljana,45.51,13.84,Q556203,sl:Mestna občina Koper,SI
SI-051,8,Kozje,1681499,3053.0,Europe/Ljubljana,46.07,15.55,Q1009421,sl:Občina Kozje,SI
SI-052,8,Kranj,1675676,56715.0,Europe/Ljubljana,46.26,14.33,Q3441893,sl:Mestna občina Kranj,SI
SI-053,8,Kranjska Gora,1675593,5206.0,Europe/Ljubljana,46.46,13.85,Q507051,sl:Občina Kranjska Gora,SI
SI-054,8,Krško,1685729,26117.0,Europe/Ljubljana,45.96,15.46,Q3484655,sl:Občina Krško,SI
SI-055,8,Kungota,1676327,4734.0,Europe/Ljubljana,46.65,15.6,Q998566,sl:Občina Kungota,SI
SI-056,8,Kuzma,1676392,1574.0,Europe/Ljubljana,46.84,16.09,Q906636,sl:Občina Kuzma,SI
SI-057,8,Laško,1681496,13023.0,Europe/Ljubljana,46.13,15.26,Q15887,sl:Občina Laško,SI
SI-058,8,Lenart,1681544,8443.0,Europe/Ljubljana,46.56,15.82,Q13365883,sl:Občina Lenart,SI
SI-059,8,Lendava / Lendva,1676403,10464.0,Europe/Ljubljana,46.56,16.44,Q587328,sl:Občina Lendava,SI
SI-060,8,Litija,1681516,15429.0,Europe/Ljubljana,46.06,14.92,Q15891,sl:Občina Litija,SI
SI-061,8,Ljubljana,1675898,294113.0,Europe/Ljubljana,46.05,14.56,Q3434113,sl:Mestna občina Ljubljana,SI
SI-062,8,Ljubno,1675882,2547.0,Europe/Ljubljana,46.37,14.84,Q773659,sl:Občina Ljubno,SI
SI-063,8,Ljutomer,1685730,11265.0,Europe/Ljubljana,46.52,16.16,Q15892,sl:Občina Ljutomer,SI
SI-064,8,Logatec,1675846,14232.0,Europe/Ljubljana,45.93,14.19,Q15893,sl:Občina Logatec,SI
SI-065,8,Loška Dolina,541539,3797.0,Europe/Ljubljana,45.67,14.48,Q999525,sl:Občina Loška dolina,SI
SI-066,8,Loški Potok,541496,1810.0,Europe/Ljubljana,45.66,14.64,Q999553,sl:Občina Loški potok,SI
SI-067,8,Luče,1675883,1452.0,Europe/Ljubljana,46.36,14.73,Q669648,sl:Občina Luče,SI
SI-068,8,Lukovica,1675872,5882.0,Europe/Ljubljana,46.18,14.77,Q946766,sl:Občina Lukovica,SI
SI-069,8,Majšperk,1676319,4067.0,Europe/Ljubljana,46.32,15.74,Q1002371,sl:Občina Majšperk,SI
SI-070,8,Maribor,1676328,112095.0,Europe/Ljubljana,46.56,15.63,Q3435104,sl:Mestna občina Maribor,SI
SI-071,8,Medvode,1675857,16651.0,Europe/Ljubljana,46.13,14.4,Q15894,sl:Občina Medvode,SI
SI-072,8,Mengeš,1675867,8150.0,Europe/Ljubljana,46.16,14.56,Q15895,sl:Občina Mengeš,SI
SI-073,8,Metlika,1685733,8397.0,Europe/Ljubljana,45.66,15.3,Q3441856,sl:Občina Metlika,SI
SI-074,8,Mežica,1675622,3559.0,Europe/Ljubljana,46.52,14.86,Q678147,sl:Občina Mežica,SI
SI-075,8,Miren-Kostanjevica,1675826,4976.0,Europe/Ljubljana,45.85,13.64,Q658076,sl:Občina Miren - Kostanjevica,SI
SI-076,8,Mislinja,1676308,4561.0,Europe/Ljubljana,46.45,15.22,Q999584,sl:Občina Mislinja,SI
SI-077,8,Moravče,1675873,5435.0,Europe/Ljubljana,46.13,14.76,Q1012761,sl:Občina Moravče,SI
SI-078,8,Moravske Toplice,1676396,5853.0,Europe/Ljubljana,46.71,16.27,Q3494723,sl:Občina Moravske Toplice,SI
SI-079,8,Mozirje,1675887,4133.0,Europe/Ljubljana,46.36,14.96,Q670975,sl:Občina Mozirje,SI
SI-080,8,Murska Sobota,1676363,18742.0,Europe/Ljubljana,46.65,16.15,Q9273677,sl:Mestna občina Murska Sobota,SI
SI-081,8,Muta,1676293,3407.0,Europe/Ljubljana,46.63,15.14,Q6309297,sl:Občina Muta,SI
SI-082,8,Naklo,1675677,5402.0,Europe/Ljubljana,46.29,14.3,Q1569014,sl:Občina Naklo,SI
SI-083,8,Nazarje,1675888,2608.0,Europe/Ljubljana,46.28,14.91,Q954987,sl:Občina Nazarje,SI
SI-084,8,Nova Gorica,1675786,31932.0,Europe/Ljubljana,45.98,13.74,Q3435478,sl:Mestna občina Nova Gorica,SI
SI-085,8,Novo mesto,1685734,37280.0,Europe/Ljubljana,45.78,15.19,Q398116,sl:Mestna občina Novo mesto,SI
SI-086,8,Odranci,1676364,1644.0,Europe/Ljubljana,46.59,16.27,Q924698,sl:Občina Odranci,SI
SI-087,8,Ormož,1685735,11968.0,Europe/Ljubljana,46.44,16.15,Q15900,sl:Občina Ormož,SI
SI-088,8,Osilnica,1685736,366.0,Europe/Ljubljana,45.55,14.73,Q778147,sl:Občina Osilnica,SI
SI-089,8,Pesnica,1676329,7360.0,Europe/Ljubljana,46.62,15.71,Q995048,sl:Občina Pesnica,SI
SI-090,8,Piran / Pirano,541989,17692.0,Europe/Ljubljana,45.49,13.63,Q565170,sl:Občina Piran,SI
SI-091,8,Pivka,1675847,6176.0,Europe/Ljubljana,45.68,14.24,Q252154,sl:Občina Pivka,SI
SI-092,8,Podčetrtek,1685739,3434.0,Europe/Ljubljana,46.14,15.59,Q999540,sl:Občina Podčetrtek,SI
SI-093,8,Podvelka,1676298,2344.0,Europe/Ljubljana,46.6,15.36,Q1016800,sl:Občina Podvelka,SI
SI-094,8,Postojna,1675848,16363.0,Europe/Ljubljana,45.79,14.17,Q2242799,sl:Občina Postojna,SI
SI-095,8,Preddvor,1675669,3697.0,Europe/Ljubljana,46.32,14.46,Q539864,sl:Občina Preddvor,SI
SI-096,8,Ptuj,1676350,23443.0,Europe/Ljubljana,46.44,15.87,Q3441808,sl:Mestna občina Ptuj,SI
SI-097,8,Puconci,1676373,5892.0,Europe/Ljubljana,46.74,16.13,Q921092,sl:Občina Puconci,SI
SI-098,8,Rače-Fram,1676323,7433.0,Europe/Ljubljana,46.45,15.65,Q731093,sl:Občina Rače - Fram,SI
SI-099,8,Radeče,1681517,4169.0,Europe/Ljubljana,46.06,15.14,Q13377986,sl:Občina Radeče,SI
SI-100,8,Radenci,1676335,5107.0,Europe/Ljubljana,46.62,16.04,Q338743,sl:Občina Radenci,SI
SI-101,8,Radlje ob Dravi,1676294,6183.0,Europe/Ljubljana,46.6,15.24,Q1005364,sl:Občina Radlje ob Dravi,SI
SI-102,8,Radovljica,1675662,19053.0,Europe/Ljubljana,46.34,14.2,Q15910,sl:Občina Radovljica,SI
SI-103,8,Ravne na Koroškem,1676292,11315.0,Europe/Ljubljana,46.55,14.96,Q13378051,sl:Občina Ravne na Koroškem,SI
SI-104,8,Ribnica,1681536,9513.0,Europe/Ljubljana,45.73,14.72,Q15912,sl:Občina Ribnica,SI
SI-105,8,Rogašovci,1676375,3070.0,Europe/Ljubljana,46.8,16.03,Q599480,sl:Občina Rogašovci,SI
SI-106,8,Rogaška Slatina,1685742,11129.0,Europe/Ljubljana,46.25,15.63,Q15913,sl:Občina Rogaška Slatina,SI
SI-107,8,Rogatec,1685741,3094.0,Europe/Ljubljana,46.24,15.74,Q1027245,sl:Občina Rogatec,SI
SI-108,8,Ruše,1676300,7038.0,Europe/Ljubljana,46.52,15.49,Q3346841,sl:Občina Ruše,SI
SI-109,8,Semič,1681528,3838.0,Europe/Ljubljana,45.65,15.14,Q1587704,sl:Občina Semič,SI
SI-110,8,Sevnica,1681504,17586.0,Europe/Ljubljana,46.01,15.27,Q11214302,sl:Občina Sevnica,SI
SI-111,8,Sežana,1675828,13524.0,Europe/Ljubljana,45.74,13.88,Q554854,sl:Občina Sežana,SI
SI-112,8,Slovenj Gradec,1675900,16599.0,Europe/Ljubljana,46.49,15.08,Q3441817,sl:Mestna občina Slovenj Gradec,SI
SI-113,8,Slovenska Bistrica,1676313,25690.0,Europe/Ljubljana,46.41,15.53,Q11211457,sl:Občina Slovenska Bistrica,SI
SI-114,8,Slovenske Konjice,1676314,14993.0,Europe/Ljubljana,46.32,15.46,Q13378155,sl:Občina Slovenske Konjice,SI
SI-115,8,Starše,1676324,4011.0,Europe/Ljubljana,46.46,15.76,Q1016826,sl:Občina Starše,SI
SI-116,8,Sveti Jurij ob Ščavnici,1676359,2788.0,Europe/Ljubljana,46.56,16.02,Q920353,sl:Občina Sveti Jurij ob Ščavnici,SI
SI-117,8,Šenčur,1675861,8756.0,Europe/Ljubljana,46.24,14.43,Q2346638,sl:Občina Šenčur,SI
SI-118,8,Šentilj,1676330,8391.0,Europe/Ljubljana,46.68,15.72,Q391446,sl:Občina Šentilj,SI
SI-119,8,Šentjernej,1685748,7157.0,Europe/Ljubljana,45.83,15.33,Q1016812,sl:Občina Šentjernej,SI
SI-120,8,Šentjur,1681490,19186.0,Europe/Ljubljana,46.19,15.42,Q13378384,sl:Občina Šentjur,SI
SI-121,8,Škocjan,1685749,3328.0,Europe/Ljubljana,45.92,15.3,Q391800,sl:Občina Škocjan,SI
SI-122,8,Škofja Loka,1675858,23216.0,Europe/Ljubljana,46.16,14.28,Q2318898,sl:Občina Škofja Loka,SI
SI-123,8,Škofljica,1681535,11419.0,Europe/Ljubljana,45.97,14.57,Q392103,sl:Občina Škofljica,SI
SI-124,8,Šmarje pri Jelšah,1681491,10278.0,Europe/Ljubljana,46.21,15.52,Q392173,sl:Občina Šmarje pri Jelšah,SI
SI-125,8,Šmartno ob Paki,1675902,3271.0,Europe/Ljubljana,46.34,15.03,Q392188,sl:Občina Šmartno ob Paki,SI
SI-126,8,Šoštanj,1675890,8735.0,Europe/Ljubljana,46.41,15.0,Q15923,sl:Občina Šoštanj,SI
SI-127,8,Štore,1681497,4576.0,Europe/Ljubljana,46.2,15.32,Q392468,sl:Občina Štore,SI
SI-128,8,Tolmin,1675778,11031.0,Europe/Ljubljana,46.17,13.81,Q15924,sl:Občina Tolmin,SI
SI-129,8,Trbovlje,1681510,16037.0,Europe/Ljubljana,46.14,15.05,Q15925,sl:Občina Trbovlje,SI
SI-130,8,Trebnje,1681522,13018.0,Europe/Ljubljana,45.91,14.97,Q13378243,sl:Občina Trebnje,SI
SI-131,8,Tržič,1675608,14884.0,Europe/Ljubljana,46.39,14.33,Q15927,sl:Občina Tržič,SI
SI-132,8,Turnišče,1676365,3170.0,Europe/Ljubljana,46.62,16.31,Q201074,sl:Občina Turnišče,SI
SI-133,8,Velenje,1675901,33506.0,Europe/Ljubljana,46.37,15.13,Q3441849,sl:Mestna občina Velenje,SI
SI-134,8,Velike Lašče,1681538,4383.0,Europe/Ljubljana,45.84,14.59,Q13378281,sl:Občina Velike Lašče,SI
SI-135,8,Videm,1685744,5587.0,Europe/Ljubljana,46.35,15.89,Q1002863,sl:Občina Videm,SI
SI-136,8,Vipava,1675831,5634.0,Europe/Ljubljana,45.82,13.98,Q1002229,sl:Občina Vipava,SI
SI-137,8,Vitanje,1676309,2256.0,Europe/Ljubljana,46.4,15.29,Q13378288,sl:Občina Vitanje,SI
SI-138,8,Vodice,1675860,4964.0,Europe/Ljubljana,46.17,14.49,Q13378292,sl:Občina Vodice,SI
SI-139,8,Vojnik,1676310,8846.0,Europe/Ljubljana,46.32,15.31,Q2134561,sl:Občina Vojnik,SI
SI-140,8,Vrhnika,1675849,17452.0,Europe/Ljubljana,45.96,14.29,Q9014817,sl:Občina Vrhnika,SI
SI-141,8,Vuzenica,1676295,2648.0,Europe/Ljubljana,46.57,15.16,Q370390,sl:Občina Vuzenica,SI
SI-142,8,Zagorje ob Savi,1681511,16453.0,Europe/Ljubljana,46.13,14.95,Q13378328,sl:Občina Zagorje ob Savi,SI
SI-143,8,Zavrč,1685745,1533.0,Europe/Ljubljana,46.36,16.05,Q167001,sl:Občina Zavrč,SI
SI-144,8,Zreče,1676315,6505.0,Europe/Ljubljana,46.4,15.37,Q227163,sl:Občina Zreče,SI
SI-146,8,Železniki,1675838,6699.0,Europe/Ljubljana,46.22,14.11,Q15932,sl:Občina Železniki,SI
SI-147,8,Žiri,1681531,4915.0,Europe/Ljubljana,46.05,14.12,Q394087,sl:Občina Žiri,SI
SI-148,8,Benedikt,1676342,2584.0,Europe/Ljubljana,46.62,15.89,Q779018,sl:Občina Benedikt,SI
SI-149,8,Bistrica ob Sotli,1685718,1333.0,Europe/Ljubljana,46.06,15.65,Q13377731,sl:Občina Bistrica ob Sotli,SI
SI-150,8,Bloke,1681539,1567.0,Europe/Ljubljana,45.78,14.51,Q164123,sl:Občina Bloke,SI
SI-151,8,Braslovče,1675894,5584.0,Europe/Ljubljana,46.28,15.03,Q1034410,sl:Občina Braslovče,SI
SI-152,8,Cankova,1676374,1724.0,Europe/Ljubljana,46.74,16.02,Q13377751,sl:Občina Cankova,SI
SI-153,8,Cerkvenjak,1676358,2080.0,Europe/Ljubljana,46.56,15.94,Q1252438,sl:Občina Cerkvenjak,SI
SI-154,8,Dobje,1681495,965.0,Europe/Ljubljana,46.13,15.4,Q1008179,sl:Občina Dobje,SI
SI-155,8,Dobrna,1676307,2240.0,Europe/Ljubljana,46.36,15.22,Q999579,sl:Občina Dobrna,SI
SI-156,8,Dobrovnik / Dobronak,1676394,1287.0,Europe/Ljubljana,46.65,16.35,Q13365892,sl:Občina Dobrovnik,SI
SI-157,8,Dolenjske Toplice,1681527,3525.0,Europe/Ljubljana,45.72,15.03,Q1016840,sl:Občina Dolenjske Toplice,SI
SI-158,8,Grad,1676372,2063.0,Europe/Ljubljana,46.79,16.09,Q1019067,sl:Občina Grad,SI
SI-159,8,Hajdina,1676352,3850.0,Europe/Ljubljana,46.42,15.83,Q995065,sl:Občina Hajdina,SI
SI-160,8,Hoče-Slivnica,1676321,11848.0,Europe/Ljubljana,46.49,15.63,Q1008102,sl:Občina Hoče - Slivnica,SI
SI-161,8,Hodoš / Hodos,1676391,358.0,Europe/Ljubljana,46.83,16.32,Q13365904,sl:Občina Hodoš,SI
SI-162,8,Horjul,1675855,3032.0,Europe/Ljubljana,46.02,14.29,Q1005185,sl:Občina Horjul,SI
SI-163,8,Jezersko,1675621,635.0,Europe/Ljubljana,46.39,14.48,Q1688771,sl:Občina Jezersko,SI
SI-164,8,Komenda,1675859,6345.0,Europe/Ljubljana,46.2,14.54,Q963986,sl:Občina Komenda,SI
SI-165,8,Kostel,541301,643.0,Europe/Ljubljana,45.5,14.86,Q3434092,sl:Občina Kostel,SI
SI-166,8,Križevci,1676360,3545.0,Europe/Ljubljana,46.56,16.12,Q999563,sl:Občina Križevci,SI
SI-167,8,Lovrenc na Pohorju,1676297,2974.0,Europe/Ljubljana,46.53,15.38,Q25110,sl:Občina Lovrenc na Pohorju,SI
SI-168,8,Markovci,1676355,4000.0,Europe/Ljubljana,46.39,15.95,Q1008095,sl:Občina Markovci,SI
SI-169,8,Miklavž na Dravskem polju,1676322,6828.0,Europe/Ljubljana,46.49,15.71,Q1005165,sl:Občina Miklavž na Dravskem polju,SI
SI-170,8,Mirna Peč,1681520,2987.0,Europe/Ljubljana,45.85,15.08,Q1016805,sl:Občina Mirna Peč,SI
SI-171,8,Oplotnica,1676312,4130.0,Europe/Ljubljana,46.39,15.45,Q1587261,sl:Občina Oplotnica,SI
SI-172,8,Podlehnik,1685738,1790.0,Europe/Ljubljana,46.32,15.87,Q1002247,sl:Občina Podlehnik,SI
SI-173,8,Polzela,1675899,6224.0,Europe/Ljubljana,46.3,15.08,Q938443,sl:Občina Polzela,SI
SI-174,8,Prebold,1675895,5125.0,Europe/Ljubljana,46.22,15.09,Q1016698,sl:Občina Prebold,SI
SI-175,8,Prevalje,1676291,6812.0,Europe/Ljubljana,46.55,14.89,Q650009,sl:Občina Prevalje,SI
SI-176,8,Razkrižje,1685740,1269.0,Europe/Ljubljana,46.52,16.27,Q3435117,sl:Občina Razkrižje,SI
SI-177,8,Ribnica na Pohorju,1676299,1125.0,Europe/Ljubljana,46.52,15.26,Q1009413,sl:Občina Ribnica na Pohorju,SI
SI-178,8,Selnica ob Dravi,1676301,4479.0,Europe/Ljubljana,46.59,15.48,Q919934,sl:Občina Selnica ob Dravi,SI
SI-179,8,Sodražica,1681537,2191.0,Europe/Ljubljana,45.76,14.62,Q1008079,sl:Občina Sodražica,SI
SI-180,8,Solčava,1675623,517.0,Europe/Ljubljana,46.4,14.66,Q1313614,sl:Občina Solčava,SI
SI-181,8,Sveta Ana,1676336,2297.0,Europe/Ljubljana,46.65,15.84,Q990063,sl:Občina Sveta Ana,SI
SI-182,8,Sveti Andraž v Slovenskih goricah,1676344,1187.0,Europe/Ljubljana,46.52,15.95,Q925149,sl:Občina Sveti Andraž v Slovenskih goricah,SI
SI-183,8,Šempeter-Vrtojba,1675787,6243.0,Europe/Ljubljana,45.92,13.65,Q391428,sl:Občina Šempeter - Vrtojba,SI
